epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,114.598,0.80113,1.48308,1.18521,0.27701,0.23077,0.30513,0.19525,1.5194,3.75555,1.96544,0.000402747,0.000402747,0.000402747
42,117.505,0.76651,1.37891,1.20206,0.27701,0.23077,0.30513,0.19525,1.5194,3.75555,1.96544,0.00040605,0.00040605,0.00040605
43,120.517,0.77217,1.60708,1.16245,0.28474,0.23077,0.29016,0.19323,1.50504,3.70549,1.94201,0.000409022,0.000409022,0.000409022
44,123.43,0.6955,1.2818,1.11137,0.28474,0.23077,0.29016,0.19323,1.50504,3.70549,1.94201,0.000411664,0.000411664,0.000411664
45,126.451,0.63981,1.16314,1.03876,0.52246,0.07692,0.24151,0.14908,1.52225,3.72916,1.94659,0.000413976,0.000413976,0.000413976
46,129.085,0.79148,1.35016,1.1916,0.52246,0.07692,0.24151,0.14908,1.52225,3.72916,1.94659,0.000415958,0.000415958,0.000415958
47,131.7,0.81148,1.38006,1.21455,0.60592,0.07692,0.19971,0.12255,1.52441,3.77719,2.01547,0.00041761,0.00041761,0.00041761
48,134.384,0.67626,1.21953,1.08332,0.60592,0.07692,0.19971,0.12255,1.52441,3.77719,2.01547,0.000418932,0.000418932,0.000418932
49,137.075,0.54362,1.14381,1.00605,0.54389,0.07692,0.18961,0.12098,1.57989,3.74481,2.10123,0.000419924,0.000419924,0.000419924
50,139.569,0.7416,1.22388,1.20911,0.54389,0.07692,0.18961,0.12098,1.57989,3.74481,2.10123,0.000420586,0.000420586,0.000420586
51,142.538,0.8158,1.20066,1.13215,0.60809,0.15385,0.21823,0.12607,1.63133,3.72486,2.18794,0.000420918,0.000420918,0.000420918
52,145.236,0.81481,1.35616,1.16728,0.60809,0.15385,0.21823,0.12607,1.63133,3.72486,2.18794,0.000420919,0.000420919,0.000420919
53,148.073,0.7428,1.17127,1.12644,0.60809,0.15385,0.21823,0.12607,1.63133,3.72486,2.18794,0.000420591,0.000420591,0.000420591
54,150.961,0.81146,1.25554,1.23065,0.85992,0.15385,0.23968,0.14049,1.53444,3.6118,2.15746,0.000419932,0.000419932,0.000419932
55,153.48,0.55821,1.07688,1.01849,0.85992,0.15385,0.23968,0.14049,1.53444,3.6118,2.15746,0.000418944,0.000418944,0.000418944
56,156.182,1.01892,1.52636,1.46047,0.85992,0.15385,0.23968,0.14049,1.53444,3.6118,2.15746,0.000417625,0.000417625,0.000417625
57,159.354,0.8443,1.21668,1.155,0.91667,0.15385,0.24376,0.13738,1.44096,3.57819,2.05577,0.000415977,0.000415977,0.000415977
58,162.2,0.6965,1.18681,1.22074,0.91667,0.15385,0.24376,0.13738,1.44096,3.57819,2.05577,0.000413998,0.000413998,0.000413998
59,165.01,0.64554,1.06228,1.10394,0.91667,0.15385,0.24376,0.13738,1.44096,3.57819,2.05577,0.000411689,0.000411689,0.000411689
60,167.729,0.55062,1.24866,1.12443,0.72702,0.20956,0.28952,0.16534,1.54778,3.55671,2.06337,0.00040905,0.00040905,0.00040905
61,170.462,1.03835,1.40767,1.41023,0.72702,0.20956,0.28952,0.16534,1.54778,3.55671,2.06337,0.000406081,0.000406081,0.000406081
62,173.115,0.73085,1.16673,1.2175,0.72702,0.20956,0.28952,0.16534,1.54778,3.55671,2.06337,0.000402782,0.000402782,0.000402782
63,175.591,0.78618,1.56428,1.16152,0.90864,0.15385,0.23885,0.11892,1.64245,3.69915,2.07933,0.000399153,0.000399153,0.000399153
64,178.174,0.85161,1.30633,1.23532,0.90864,0.15385,0.23885,0.11892,1.64245,3.69915,2.07933,0.000395194,0.000395194,0.000395194
65,180.661,0.52936,0.94837,0.98391,0.90864,0.15385,0.23885,0.11892,1.64245,3.69915,2.07933,0.000390905,0.000390905,0.000390905
66,183.178,0.72282,1.13953,1.08534,0.56442,0.23077,0.21051,0.1019,1.76871,3.72081,2.07177,0.000386286,0.000386286,0.000386286
67,185.703,0.69474,1.08806,1.10196,0.56442,0.23077,0.21051,0.1019,1.76871,3.72081,2.07177,0.000381336,0.000381336,0.000381336
68,188.32,0.63173,1.17687,1.05572,0.56442,0.23077,0.21051,0.1019,1.76871,3.72081,2.07177,0.000376057,0.000376057,0.000376057
69,191.054,0.61075,1.15858,1.05118,0.53988,0.23077,0.2318,0.11703,1.73979,3.65169,2.04311,0.000370447,0.000370447,0.000370447
70,193.674,0.83063,1.14606,1.16225,0.53988,0.23077,0.2318,0.11703,1.73979,3.65169,2.04311,0.000364508,0.000364508,0.000364508
71,196.389,0.69324,1.10356,1.0604,0.53988,0.23077,0.2318,0.11703,1.73979,3.65169,2.04311,0.000358238,0.000358238,0.000358238
72,199.286,0.65124,1.11845,1.06432,0.49734,0.23077,0.24049,0.12433,1.67835,3.62704,2.01295,0.000351639,0.000351639,0.000351639
73,202.347,0.74786,1.22057,1.14867,0.49734,0.23077,0.24049,0.12433,1.67835,3.62704,2.01295,0.000344709,0.000344709,0.000344709
74,205.126,0.70271,1.22359,1.16918,0.49734,0.23077,0.24049,0.12433,1.67835,3.62704,2.01295,0.000337449,0.000337449,0.000337449
75,208.028,0.6313,1.1982,1.10469,0.38211,0.23077,0.16076,0.08986,1.63869,3.6206,1.96539,0.000329859,0.000329859,0.000329859
76,211.234,0.50667,1.04018,1.0275,0.38211,0.23077,0.16076,0.08986,1.63869,3.6206,1.96539,0.000321939,0.000321939,0.000321939
77,214.07,0.55374,1.07654,0.97531,0.38211,0.23077,0.16076,0.08986,1.63869,3.6206,1.96539,0.000313689,0.000313689,0.000313689
78,216.799,0.7376,1.11023,1.12145,0.39707,0.23077,0.17312,0.09041,1.62331,3.5589,1.94814,0.000305109,0.000305109,0.000305109
79,219.657,0.69524,1.26497,1.16273,0.39707,0.23077,0.17312,0.09041,1.62331,3.5589,1.94814,0.000296199,0.000296199,0.000296199
80,222.423,0.50898,1.17811,1.09475,0.39707,0.23077,0.17312,0.09041,1.62331,3.5589,1.94814,0.000286959,0.000286959,0.000286959
81,225.312,0.72158,1.19019,1.2102,0.39998,0.23077,0.18475,0.09965,1.5113,3.54705,1.81963,0.000277389,0.000277389,0.000277389
82,227.913,0.49387,0.95007,0.98043,0.39998,0.23077,0.18475,0.09965,1.5113,3.54705,1.81963,0.000267488,0.000267488,0.000267488
83,230.569,0.62201,1.08342,1.06641,0.39998,0.23077,0.18475,0.09965,1.5113,3.54705,1.81963,0.000257258,0.000257258,0.000257258
84,233.25,0.53825,0.88837,1.06166,0.40779,0.23077,0.19217,0.11497,1.42301,3.52778,1.81977,0.000246698,0.000246698,0.000246698
85,235.905,0.51657,1.09961,1.03372,0.40779,0.23077,0.19217,0.11497,1.42301,3.52778,1.81977,0.000235807,0.000235807,0.000235807
86,238.715,0.52979,1.01658,1.04106,0.40779,0.23077,0.19217,0.11497,1.42301,3.52778,1.81977,0.000224587,0.000224587,0.000224587
87,241.415,0.5618,1.1173,1.05381,0.40779,0.23077,0.19217,0.11497,1.42301,3.52778,1.81977,0.000213036,0.000213036,0.000213036
88,244.496,0.74041,1.09506,1.27622,0.47988,0.30769,0.23842,0.13386,1.3167,3.46815,1.75091,0.000201155,0.000201155,0.000201155
89,247.298,0.69688,1.28785,1.17122,0.47988,0.30769,0.23842,0.13386,1.3167,3.46815,1.75091,0.000188944,0.000188944,0.000188944
90,249.982,0.57865,1.05829,1.14288,0.47988,0.30769,0.23842,0.13386,1.3167,3.46815,1.75091,0.000176404,0.000176404,0.000176404
91,252.723,0.45943,1.26054,0.98362,0.47988,0.30769,0.23842,0.13386,1.3167,3.46815,1.75091,0.000163533,0.000163533,0.000163533
92,255.543,0.40702,1.27356,0.94554,0.4794,0.30769,0.26864,0.16307,1.24364,3.39567,1.66294,0.000150332,0.000150332,0.000150332
93,258.324,0.34813,1.16089,0.88887,0.4794,0.30769,0.26864,0.16307,1.24364,3.39567,1.66294,0.000136801,0.000136801,0.000136801
94,261.038,0.39468,1.2607,0.84548,0.4794,0.30769,0.26864,0.16307,1.24364,3.39567,1.66294,0.00012294,0.00012294,0.00012294
95,263.753,0.39449,1.24492,0.91773,0.4794,0.30769,0.26864,0.16307,1.24364,3.39567,1.66294,0.000108748,0.000108748,0.000108748
96,266.456,0.40849,1.19835,0.90446,0.4208,0.30769,0.271,0.16806,1.27221,3.34766,1.6557,9.42272e-05,9.42272e-05,9.42272e-05
97,268.989,0.3243,1.10387,0.835,0.4208,0.30769,0.271,0.16806,1.27221,3.34766,1.6557,7.93759e-05,7.93759e-05,7.93759e-05
98,271.544,0.39379,1.22013,0.88498,0.4208,0.30769,0.271,0.16806,1.27221,3.34766,1.6557,6.41945e-05,6.41945e-05,6.41945e-05
99,274.068,0.37074,1.20275,0.91041,0.4208,0.30769,0.271,0.16806,1.27221,3.34766,1.6557,4.86831e-05,4.86831e-05,4.86831e-05
100,276.701,0.31167,1.16353,0.82168,0.43155,0.30769,0.30216,0.19821,1.29498,3.29296,1.66604,3.28416e-05,3.28416e-05,3.28416e-05
